udi,product_id,type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,temp_diff_k,power_kw,wear_rate,air_temp_k_rolling_mean_10,air_temp_k_rolling_std_10,process_temp_k_rolling_mean_10,process_temp_k_rolling_std_10,rotational_speed_rpm_rolling_mean_10,rotational_speed_rpm_rolling_std_10,torque_nm_rolling_mean_10,torque_nm_rolling_std_10,tool_wear_min_rolling_mean_10,tool_wear_min_rolling_std_10,machine_failure_lag_1,machine_failure_lag_2,machine_failure_lag_3,machine_failure_lag_5,machine_failure_lag_10,twf_lag_1,hdf_lag_1,pwf_lag_1,osf_lag_1,rnf_lag_1,cum_machine_failures,temp_ratio,torque_per_rpm,tool_wear_bin,temp_x_speed,torque_x_wear,type_H,type_L,type_M
6080,M20939,M,300.8,310.7,1371,44.7,205,0,0,0,0,0,0,9.899999999999977,6.417141361256545,0.14952589339932465,300.8,,310.7,,1371.0,,44.7,,205.0,,0,0,0,0,0,0,0,0,0,0,1,1.0329122340425532,0.032603938707072254,201-250,13572.899999999969,9163.5,False,False,True
6081,L53260,L,300.9,310.7,1468,36.2,208,0,0,0,0,0,0,9.800000000000011,5.564565445026179,0.14168937320048408,300.9,,310.7,,1468.0,,36.2,,208.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.024659400528161173,201-250,14386.400000000016,7529.6,False,True,False
6082,L53261,L,300.9,310.7,1517,41.7,210,0,0,0,0,0,0,9.800000000000011,6.623968586387435,0.13843111394961694,300.9,,310.7,,1517.0,,41.7,,210.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.02748846405570965,201-250,14866.600000000017,8757.0,False,True,False
6083,L53262,L,300.9,310.7,1352,46.4,212,0,0,0,0,0,0,9.800000000000011,6.568879581151832,0.1568047336118308,300.9,,310.7,,1352.0,,46.4,,212.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.03431952660183467,201-250,13249.600000000015,9836.8,False,True,False
6084,L53263,L,300.9,310.7,1389,50.0,214,0,0,0,0,0,0,9.800000000000011,7.272251308900524,0.15406767447511324,300.9,,310.7,,1389.0,,50.0,,214.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.035997120204465716,201-250,13612.200000000015,10700.0,False,True,False
6085,M20944,M,300.8,310.6,1505,36.2,0,0,0,0,0,0,0,9.800000000000011,5.7048167539267025,0.0,300.8,,310.6,,1505.0,,36.2,,0.0,,0,0,0,0,0,0,0,0,0,0,0,1.0325797872340425,0.024053156130197238,0-50,14749.000000000016,0.0,False,False,True
6086,L53265,L,300.9,310.6,1538,36.7,3,0,0,0,0,0,0,9.700000000000045,5.910429319371729,0.0019505851742844047,300.9,,310.6,,1538.0,,36.7,,3.0,,0,0,0,0,0,0,0,0,0,0,0,1.0322366234629448,0.02386215863207922,0-50,14918.60000000007,110.10000000000001,False,True,False
6087,L53266,L,300.9,310.8,1482,37.0,5,0,0,0,0,0,0,9.900000000000034,5.741780104712042,0.0033738191610163163,300.9,,310.8,,1482.0,,37.0,,5.0,,0,0,0,0,0,0,0,0,0,0,0,1.032901296111665,0.024966261791520738,0-50,14671.80000000005,185.0,False,True,False
6088,M20947,M,300.9,310.8,1599,33.0,7,0,0,0,0,0,0,9.900000000000034,5.525340314136126,0.004377736082315362,300.9,,310.8,,1599.0,,33.0,,7.0,,0,0,0,0,0,0,0,0,0,0,0,1.032901296111665,0.020637898673772418,0-50,15830.100000000055,231.0,False,False,True
6089,L53268,L,300.9,310.8,1476,39.0,10,0,0,0,0,0,0,9.900000000000034,6.027643979057592,0.006775067746087352,300.9,,310.8,,1476.0,,39.0,,10.0,,0,0,0,0,0,0,0,0,0,0,0,1.032901296111665,0.026422764209740674,0-50,14612.40000000005,390.0,False,True,False
6090,L53269,L,300.9,310.7,1509,37.5,12,0,0,0,0,0,0,9.800000000000011,5.925392670157068,0.007952286277036258,300.9,,310.7,,1509.0,,37.5,,12.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.024850894615738306,0-50,14788.200000000017,450.0,False,True,False
6091,L53270,L,300.9,310.8,1708,29.1,14,0,0,0,0,0,0,9.900000000000034,5.20448167539267,0.008196721306676391,300.9,,310.8,,1708.0,,29.1,,14.0,,0,0,0,0,0,0,0,0,0,0,0,1.032901296111665,0.017037470716020214,0-50,16909.20000000006,407.40000000000003,False,True,False
6092,L53271,L,300.9,310.7,1412,57.5,16,0,0,0,0,0,1,9.800000000000011,8.501570680628273,0.011331444751181696,300.9,,310.7,,1412.0,,57.5,,16.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.040722379574559216,0-50,13837.600000000017,920.0,False,True,False
6093,L53272,L,300.9,310.7,1658,28.5,18,0,0,0,0,0,0,9.800000000000011,4.947958115183246,0.0108564535519563,300.9,,310.7,,1658.0,,28.5,,18.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.017189384790597475,0-50,16248.40000000002,513.0,False,True,False
6094,L53273,L,301.0,310.8,1375,57.2,20,0,0,0,0,0,0,9.800000000000011,8.235602094240837,0.014545454534876032,301.0,,310.8,,1375.0,,57.2,,20.0,,0,0,0,0,0,0,0,0,0,0,0,1.0325581395348837,0.041599999969745456,0-50,13475.000000000016,1144.0,False,True,False
6095,M20954,M,300.9,310.8,1402,48.1,22,0,0,0,0,0,0,9.900000000000034,7.061382198952879,0.015691868747723346,300.9,,310.8,,1402.0,,48.1,,22.0,,0,0,0,0,0,0,0,0,0,0,0,1.032901296111665,0.034308131216613316,0-50,13879.800000000048,1058.2,False,False,True
6096,M20955,M,300.9,310.7,1452,47.3,25,0,0,0,0,0,0,9.800000000000011,7.19158115183246,0.017217630842136615,300.9,,310.7,,1452.0,,47.3,,25.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.032575757553322475,0-50,14229.600000000017,1182.5,False,False,True
6097,M20956,M,300.8,310.7,1483,40.8,28,0,0,0,0,0,0,9.899999999999977,6.335748691099476,0.01888064732374872,300.8,,310.7,,1483.0,,40.8,,28.0,,0,0,0,0,0,0,0,0,0,0,0,1.0329122340425532,0.027511800386033847,0-50,14681.699999999966,1142.3999999999999,False,False,True
6098,H35511,H,300.9,310.8,1477,38.4,31,0,0,0,0,0,0,9.900000000000034,5.938931937172774,0.02098849016859276,300.9,,310.8,,1477.0,,38.4,,31.0,,0,0,0,0,0,0,0,0,0,0,0,1.032901296111665,0.02599864588625684,0-50,14622.30000000005,1190.3999999999999,True,False,False
6099,M20958,M,300.8,310.7,1924,22.4,36,0,0,0,0,0,0,9.899999999999977,4.512837696335079,0.018711018701293648,300.8,,310.7,,1924.0,,22.4,,36.0,,0,0,0,0,0,0,0,0,0,0,0,1.0329122340425532,0.011642411636360492,0-50,19047.599999999955,806.4,False,False,True
6100,H35513,H,300.9,310.7,1609,28.7,39,0,0,0,0,0,0,9.800000000000011,4.835424083769633,0.024238657536209657,300.9,,310.7,,1609.0,,28.7,,39.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.017837165930492747,0-50,15768.200000000019,1119.3,True,False,False
6101,M20960,M,300.8,310.7,1886,21.1,44,0,0,0,0,0,0,9.899999999999977,4.166973821989529,0.02332979850300647,300.8,,310.7,,1886.0,,21.1,,44.0,,0,0,0,0,0,0,0,0,0,0,0,1.0329122340425532,0.011187698827578103,0-50,18671.399999999958,928.4000000000001,False,False,True
6102,L53281,L,300.7,310.6,1616,29.6,47,0,0,0,0,0,0,9.900000000000034,5.008753926701571,0.029084158397843958,300.7,,310.6,,1616.0,,29.6,,47.0,,0,0,0,0,0,0,0,0,0,0,0,1.0329231792484204,0.018316831671833643,0-50,15998.400000000056,1391.2,False,True,False
6103,L53282,L,300.7,310.7,1442,43.2,49,0,0,0,0,0,0,10.0,6.522973821989529,0.03398058250070694,300.7,,310.7,,1442.0,,43.2,,49.0,,0,0,0,0,0,0,0,0,0,0,0,1.033255736614566,0.029958391102664083,0-50,14420.0,2116.8,False,True,False
6104,L53283,L,300.8,310.8,1407,45.1,51,0,0,0,0,0,0,10.0,6.644575916230367,0.036247334729035297,300.8,,310.8,,1407.0,,45.1,,51.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332446808510638,0.03205401561332337,51-100,14070.0,2300.1,False,True,False
6105,M20964,M,300.8,310.8,1461,41.3,53,0,0,0,0,0,0,10.0,6.318251308900523,0.036276522904670414,300.8,,310.8,,1461.0,,41.3,,53.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332446808510638,0.028268309357790337,51-100,14610.0,2188.8999999999996,False,False,True
6106,M20965,M,300.8,310.9,1522,46.2,56,0,0,0,0,0,0,10.099999999999966,7.36297382198953,0.03679369248568088,300.8,,310.9,,1522.0,,46.2,,56.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335771276595744,0.03035479630068673,51-100,15372.199999999948,2587.2000000000003,False,False,True
6107,L53286,L,300.9,311.0,1432,48.1,59,0,0,0,0,0,0,10.100000000000023,7.21248167539267,0.041201117289664024,300.9,,311.0,,1432.0,,48.1,,59.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335659687603855,0.03358938545140406,51-100,14463.200000000033,2837.9,False,True,False
6108,L53287,L,300.9,311.0,1438,49.0,61,0,0,0,0,0,0,10.100000000000023,7.378219895287958,0.042420027786912354,300.9,,311.0,,1438.0,,49.0,,61.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335659687603855,0.03407510428784763,51-100,14523.800000000032,2989.0,False,True,False
6109,M20968,M,300.8,310.9,1678,28.1,63,0,0,0,0,0,0,10.099999999999966,4.937361256544503,0.03754469604437145,300.8,,310.9,,1678.0,,28.1,,63.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335771276595744,0.016746126330902188,51-100,16947.79999999994,1770.3000000000002,False,False,True
6110,M20969,M,300.8,310.9,1514,38.7,66,0,0,0,0,0,0,10.099999999999966,6.135267015706806,0.043593130750598987,300.8,,310.9,,1514.0,,38.7,,66.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335771276595744,0.02556142666739668,51-100,15291.399999999949,2554.2000000000003,False,False,True
6111,L53290,L,300.7,310.8,1534,41.3,69,0,0,0,0,0,0,10.100000000000023,6.633947643979058,0.044980443256205704,300.7,,310.8,,1534.0,,41.3,,69.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335882939807117,0.026923076905526023,51-100,15493.400000000034,2849.7,False,True,False
6112,M20971,M,300.7,310.8,1486,41.2,71,0,0,0,0,0,0,10.100000000000023,6.410806282722514,0.047779273184536154,300.7,,310.8,,1486.0,,41.2,,71.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335882939807117,0.027725437397223798,51-100,15008.600000000033,2925.2000000000003,False,False,True
6113,L53292,L,300.7,310.8,1925,22.0,74,0,0,0,0,0,0,10.100000000000023,4.43455497382199,0.0384415584215888,300.7,,310.8,,1925.0,,22.0,,74.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335882939807117,0.011428571422634507,51-100,19442.500000000044,1628.0,False,True,False
6114,M20973,M,300.7,310.8,1724,30.0,76,0,0,0,0,0,0,10.100000000000023,5.4157068062827225,0.04408352665656408,300.7,,310.8,,1724.0,,30.0,,76.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335882939807117,0.017401392101275292,51-100,17412.400000000038,2280.0,False,False,True
6115,M20974,M,300.8,310.8,1549,35.5,79,0,0,0,0,0,0,10.0,5.758062827225131,0.05100064554486724,300.8,,310.8,,1549.0,,35.5,,79.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332446808510638,0.022918011605604898,51-100,15490.0,2804.5,False,False,True
6116,L53295,L,300.8,310.9,1457,47.7,82,0,0,0,0,0,0,10.099999999999966,7.277371727748692,0.05628002741504459,300.8,,310.9,,1457.0,,47.7,,82.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335771276595744,0.03273850375241009,51-100,14715.69999999995,3911.4,False,True,False
6117,L53296,L,300.8,310.9,1453,43.9,84,0,0,0,0,0,0,10.099999999999966,6.6792356020942405,0.057811424598890965,300.8,,310.9,,1453.0,,43.9,,84.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335771276595744,0.030213351665372777,51-100,14675.29999999995,3687.6,False,True,False
6118,L53297,L,300.8,311.0,1578,44.4,86,0,0,0,0,0,0,10.199999999999989,7.336460732984293,0.05449936625190154,300.8,,311.0,,1578.0,,44.4,,86.0,,0,0,0,0,0,0,0,0,0,0,0,1.033909574468085,0.02813688211144684,51-100,16095.599999999982,3818.4,False,True,False
6119,M20978,M,300.9,311.1,1325,61.4,88,0,0,0,0,0,0,10.200000000000045,8.518848167539266,0.06641509428949803,300.9,,311.1,,1325.0,,61.4,,88.0,,0,0,0,0,0,0,0,0,0,0,0,1.033898305084746,0.04633962260653613,51-100,13515.00000000006,5403.2,False,False,True
6120,L53299,L,300.9,311.1,1471,39.3,91,0,0,0,0,0,0,10.200000000000045,6.053434554973822,0.06186267840797914,300.9,,311.1,,1471.0,,39.3,,91.0,,0,0,0,0,0,0,0,0,0,0,0,1.033898305084746,0.026716519356412966,51-100,15004.200000000066,3576.2999999999997,False,True,False
6121,M20980,M,300.9,311.2,1472,40.0,93,0,0,0,0,0,0,10.300000000000011,6.16544502617801,0.0631793477831662,300.9,,311.2,,1472.0,,40.0,,93.0,,0,0,0,0,0,0,0,0,0,0,0,1.034230641409106,0.02717391302501772,51-100,15161.600000000017,3720.0,False,False,True
6122,L53301,L,300.9,311.1,1457,37.4,96,0,0,0,0,0,0,10.200000000000045,5.705947643979057,0.06588881258346684,300.9,,311.1,,1457.0,,37.4,,96.0,,0,0,0,0,0,0,0,0,0,0,0,1.033898305084746,0.02566918323564229,51-100,14861.400000000067,3590.3999999999996,False,True,False
6123,L53302,L,301.0,311.0,1402,55.3,98,0,0,0,0,0,0,10.0,8.118387434554974,0.0699001426034949,301.0,,311.0,,1402.0,,55.3,,98.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332225913621262,0.03944365189768641,51-100,14020.0,5419.4,False,True,False
6124,L53303,L,300.9,310.9,1477,41.5,100,0,0,0,0,0,0,10.0,6.418376963350785,0.06770480699546051,300.9,,310.9,,1477.0,,41.5,,100.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332336324360252,0.028097494903116114,51-100,14770.0,4150.0,False,True,False
6125,M20984,M,300.9,310.9,1727,30.1,102,0,0,0,0,0,0,10.0,5.443214659685864,0.05906195711692996,300.9,,310.9,,1727.0,,30.1,,102.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332336324360252,0.017429067737446978,101-150,17270.0,3070.2000000000003,False,False,True
6126,L53305,L,300.9,310.9,1995,20.2,105,0,0,0,0,0,0,10.0,4.21979057591623,0.052631578920986674,300.9,,310.9,,1995.0,,20.2,,105.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332336324360252,0.010125313278132674,101-150,19950.0,2121.0,False,True,False
6127,L53306,L,300.9,310.9,1370,52.5,107,0,0,0,0,0,0,10.0,7.531413612565445,0.07810218972401299,300.9,,310.9,,1370.0,,52.5,,107.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332336324360252,0.03832116785524002,101-150,13700.0,5617.5,False,True,False
6128,L53307,L,300.9,310.9,1228,66.4,109,0,0,0,0,0,0,10.0,8.538136125654452,0.08876221491143141,300.9,,310.9,,1228.0,,66.4,,109.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332336324360252,0.054071661193752715,101-150,12280.0,7237.6,False,True,False
6129,L53308,L,300.9,311.0,1499,38.0,111,0,0,0,0,0,0,10.100000000000023,5.964607329842932,0.0740493661947636,300.9,,311.0,,1499.0,,38.0,,111.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335659687603855,0.02535023347208123,101-150,15139.900000000034,4218.0,False,True,False
6130,M20989,M,301.0,311.0,1508,46.9,113,0,0,0,0,0,0,10.0,7.405780104712042,0.07493368695296174,301.0,,311.0,,1508.0,,46.9,,113.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332225913621262,0.031100795735344296,101-150,15080.0,5299.7,False,False,True
6131,L53310,L,301.0,310.9,1473,44.2,116,0,0,0,0,0,0,9.899999999999977,6.817445026178011,0.07875084855481951,301.0,,310.9,,1473.0,,44.2,,116.0,,0,0,0,0,0,0,0,0,0,0,0,1.0328903654485049,0.030006788845888126,101-150,14582.699999999966,5127.200000000001,False,True,False
6132,H35545,H,301.0,311.0,1640,37.6,118,0,0,0,0,0,0,10.0,6.45696335078534,0.07195121946832242,301.0,,311.0,,1640.0,,37.6,,118.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332225913621262,0.022926829254312907,101-150,16400.0,4436.8,True,False,False
6133,L53312,L,301.1,311.1,1429,42.5,123,0,0,0,0,0,0,10.0,6.359424083769634,0.08607417768644214,301.1,,311.1,,1429.0,,42.5,,123.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332115576220524,0.029741077655884476,101-150,14290.0,5227.5,False,True,False
6134,L53313,L,301.1,311.1,1470,40.9,125,0,0,0,0,0,0,10.0,6.295602094240838,0.0850340135475959,301.1,,311.1,,1470.0,,40.9,,125.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332115576220524,0.02782312923277338,101-150,14700.0,5112.5,False,True,False
6135,L53314,L,301.0,311.0,1581,37.0,127,0,0,0,0,0,0,10.0,6.125340314136126,0.0803289057050418,301.0,,311.0,,1581.0,,37.0,,127.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332225913621262,0.02340290953611454,101-150,15810.0,4699.0,False,True,False
6136,L53315,L,301.0,310.9,1740,28.9,129,0,0,0,0,0,0,9.899999999999977,5.265549738219895,0.07413793099187475,301.0,,310.9,,1740.0,,28.9,,129.0,,0,0,0,0,0,0,0,0,0,0,0,1.0328903654485049,0.016609195392753334,101-150,17225.99999999996,3728.1,False,True,False
6137,H35550,H,300.9,310.8,1390,40.6,131,0,0,0,0,0,0,9.900000000000034,5.909319371727749,0.09424460424874488,300.9,,310.8,,1390.0,,40.6,,131.0,,0,0,0,0,0,0,0,0,0,0,0,1.032901296111665,0.029208633072511772,101-150,13761.000000000047,5318.6,True,False,False
6138,M20997,M,300.9,310.8,1988,19.7,136,0,0,0,0,0,0,9.900000000000034,4.10090052356021,0.06841046274224825,300.9,,310.8,,1988.0,,19.7,,136.0,,0,0,0,0,0,0,0,0,0,0,0,1.032901296111665,0.00990945673545802,101-150,19681.200000000066,2679.2,False,False,True
6139,M20998,M,300.8,310.7,1452,43.0,139,0,0,0,0,0,0,9.899999999999977,6.537801047120419,0.09573002748227959,300.8,,310.7,,1452.0,,43.0,,139.0,,0,0,0,0,0,0,0,0,0,0,0,1.0329122340425532,0.02961432504847498,101-150,14374.799999999967,5977.0,False,False,True
6140,L53319,L,300.8,310.7,1586,33.4,142,0,0,0,0,0,0,9.899999999999977,5.546848167539267,0.08953341734581752,300.8,,310.7,,1586.0,,33.4,,142.0,,0,0,0,0,0,0,0,0,0,0,0,1.0329122340425532,0.021059268586973975,101-150,15701.399999999963,4742.8,False,True,False
6141,L53320,L,300.8,310.7,1589,34.3,144,0,0,0,0,0,0,9.899999999999977,5.707089005235602,0.09062303329727939,300.8,,310.7,,1589.0,,34.3,,144.0,,0,0,0,0,0,0,0,0,0,0,0,1.0329122340425532,0.021585903070115854,101-150,15731.099999999964,4939.2,False,True,False
6142,L53321,L,300.8,310.8,1486,45.7,146,0,0,0,0,0,0,10.0,7.111015706806282,0.09825033640763772,300.8,,310.8,,1486.0,,45.7,,146.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332446808510638,0.03075370119060989,101-150,14860.0,6672.200000000001,False,True,False
6143,L53322,L,300.9,310.9,1755,27.9,148,0,0,0,0,0,0,10.0,5.12717277486911,0.08433048428243277,300.9,,310.9,,1755.0,,27.9,,148.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332336324360252,0.01589743588837753,101-150,17550.0,4129.2,False,True,False
6144,M21003,M,301.0,310.9,1575,34.6,150,0,0,0,0,0,0,9.899999999999977,5.706282722513089,0.0952380951776266,301.0,,310.9,,1575.0,,34.6,,150.0,,0,0,0,0,0,0,0,0,0,0,0,1.0328903654485049,0.02196825395430587,101-150,15592.499999999964,5190.0,False,False,True
6145,M21004,M,301.1,311.1,1615,37.7,153,0,0,0,0,0,0,10.0,6.375445026178011,0.09473684204660257,301.1,,311.1,,1615.0,,37.7,,153.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332115576220524,0.02334365323631972,151-200,16150.0,5768.1,False,False,True
6146,M21005,M,301.1,311.1,1436,41.8,156,0,0,0,0,0,0,10.0,6.2853193717277485,0.10863509741738502,301.1,,311.1,,1436.0,,41.8,,156.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332115576220524,0.029108635077222396,151-200,14360.0,6520.799999999999,False,False,True
6147,M21006,M,301.1,311.1,1470,40.6,159,0,0,0,0,0,0,10.0,6.249424083769633,0.108163265232542,301.1,,311.1,,1470.0,,40.6,,159.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332115576220524,0.02761904760025915,151-200,14700.0,6455.400000000001,False,False,True
6148,M21007,M,301.1,311.1,2089,19.8,162,0,0,0,0,0,0,10.0,4.331120418848168,0.0775490665018913,301.1,,311.1,,2089.0,,19.8,,162.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332115576220524,0.00947821923912005,151-200,20890.0,3207.6,False,False,True
6149,L53328,L,301.1,311.2,1564,37.0,165,0,0,0,0,0,0,10.099999999999966,6.059476439790576,0.10549872116016705,301.1,,311.2,,1564.0,,37.0,,165.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335436731982728,0.0236572889874314,151-200,15796.399999999947,6105.0,False,True,False
6150,M21009,M,301.0,311.1,1420,47.4,167,0,0,0,0,0,0,10.100000000000023,7.047958115183246,0.11760563371999602,301.0,,311.1,,1420.0,,47.4,,167.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335548172757476,0.0333802816666336,151-200,14342.000000000033,7915.8,False,False,True
6151,L53330,L,301.1,311.1,1711,29.1,170,0,0,0,0,0,0,10.0,5.213623036649215,0.09935710105239211,301.1,,311.1,,1711.0,,29.1,,170.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332115576220524,0.01700759788602712,151-200,17110.0,4947.0,False,True,False
6152,L53331,L,301.1,311.2,1555,35.3,172,0,0,0,0,0,0,10.099999999999966,5.747801047120418,0.11061093240475181,301.1,,311.2,,1555.0,,35.3,,172.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335436731982728,0.022700964615626387,151-200,15705.499999999947,6071.599999999999,False,True,False
6153,M21012,M,301.1,311.1,1592,35.7,174,0,0,0,0,0,0,10.0,5.95124607329843,0.10929648234340672,301.1,,311.1,,1592.0,,35.7,,174.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332115576220524,0.022424623101492073,151-200,15920.0,6211.8,False,False,True
6154,L53333,L,301.0,311.1,1236,64.4,177,1,0,0,0,1,0,10.100000000000023,8.3349109947644,0.14320388337928486,301.0,,311.1,,1236.0,,64.4,,177.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335548172757476,0.05210355982839518,151-200,12483.600000000028,11398.800000000001,False,True,False
6155,M21014,M,301.0,310.9,1765,24.2,179,0,0,0,0,0,0,9.899999999999977,4.472565445026178,0.10141643053744111,301.0,,310.9,,1765.0,,24.2,,179.0,,0,0,0,0,0,0,0,0,0,0,1,1.0328903654485049,0.013711048150871926,151-200,17473.49999999996,4331.8,False,False,True
6156,L53335,L,301.0,311.0,1634,31.2,182,0,0,0,0,0,0,10.0,5.338303664921465,0.1113831088669626,301.0,,311.0,,1634.0,,31.2,,182.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332225913621262,0.019094247234336444,151-200,16340.0,5678.4,False,True,False
6157,L53336,L,301.1,311.1,1508,41.5,184,0,0,0,0,0,0,10.0,6.553089005235602,0.12201591503845098,301.1,,311.1,,1508.0,,41.5,,184.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332115576220524,0.027519893880954976,151-200,15080.0,7636.0,False,True,False
6158,L53337,L,301.1,311.2,1774,29.6,186,0,0,0,0,0,0,10.099999999999966,5.498471204188482,0.10484780151925152,301.1,,311.2,,1774.0,,29.6,,186.0,,0,0,0,0,0,0,0,0,0,0,0,1.0335436731982728,0.016685456585859383,151-200,17917.39999999994,5505.6,False,True,False
6159,L53338,L,301.1,311.0,1677,29.1,188,0,0,0,0,0,0,9.899999999999977,5.110020942408378,0.11210494924740312,301.1,,311.0,,1677.0,,29.1,,188.0,,0,0,0,0,0,0,0,0,0,0,0,1.0328794420458318,0.017352415016486336,151-200,16602.299999999963,5470.8,False,True,False
6160,L53339,L,301.0,311.0,1399,58.0,190,1,0,0,0,1,0,10.0,8.496544502617802,0.13581129368419492,301.0,,311.0,,1399.0,,58.0,,190.0,,0,0,0,0,0,0,0,0,0,0,0,1.0332225913621262,0.04145818438780687,151-200,13990.0,11020.0,False,True,False
6161,L53340,L,301.0,310.9,1570,34.0,192,0,0,0,0,0,0,9.899999999999977,5.5895287958115185,0.12229299355267961,301.0,,310.9,,1570.0,,34.0,,192.0,,0,0,0,0,0,0,0,0,0,0,1,1.0328903654485049,0.021656050941620347,151-200,15542.999999999964,6528.0,False,True,False
6162,L53341,L,301.0,310.9,1479,44.3,194,0,0,0,0,0,0,9.899999999999977,6.860701570680628,0.13116970917432744,301.0,,310.9,,1479.0,,44.3,,194.0,,0,0,0,0,0,0,0,0,0,0,0,1.0328903654485049,0.02995267070320982,151-200,14642.099999999966,8594.199999999999,False,True,False
6163,L53342,L,301.0,310.8,1558,34.9,196,0,0,0,0,0,0,9.800000000000011,5.693633507853403,0.12580231057393945,301.0,,310.8,,1558.0,,34.9,,196.0,,0,0,0,0,0,0,0,0,0,0,0,1.0325581395348837,0.02240051346444126,151-200,15268.400000000018,6840.4,False,True,False
6164,L53343,L,300.8,310.7,1358,48.1,198,0,0,0,0,0,0,9.899999999999977,6.839769633507854,0.1458026508499244,300.8,,310.7,,1358.0,,48.1,,198.0,,0,0,0,0,0,0,0,0,0,0,0,1.0329122340425532,0.035419734878188704,151-200,13444.19999999997,9523.800000000001,False,True,False
6165,H35578,H,300.9,310.7,1656,30.7,200,0,0,0,0,0,0,9.800000000000011,5.323476439790576,0.12077294678697285,300.9,,310.7,,1656.0,,30.7,,200.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.018538647331800332,151-200,16228.80000000002,6140.0,True,False,False
6166,L53345,L,300.9,310.7,1523,35.8,205,0,0,0,0,0,0,9.800000000000011,5.709256544502617,0.13460275762665608,300.9,,310.7,,1523.0,,35.8,,205.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.02350623767333799,201-250,14925.400000000018,7338.999999999999,False,True,False
6167,H35580,H,300.9,310.7,1403,40.6,207,0,0,0,0,0,0,9.800000000000011,5.964586387434555,0.1475409835013963,300.9,,310.7,,1403.0,,40.6,,207.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.028937990000756954,201-250,13749.400000000016,8404.2,True,False,False
6168,M21027,M,300.9,310.7,1362,51.6,212,0,0,0,0,0,0,9.800000000000011,7.359078534031413,0.15565345069335282,300.9,,310.7,,1362.0,,51.6,,212.0,,0,0,0,0,0,0,0,0,0,0,0,1.032568959787305,0.03788546252725002,201-250,13347.600000000015,10939.2,False,False,True
6169,M21028,M,300.7,310.6,1778,27.1,215,0,0,0,0,0,0,9.900000000000034,5.045424083769634,0.12092238463390191,300.7,,310.6,,1778.0,,27.1,,215.0,,0,0,0,0,0,0,0,0,0,0,0,1.0329231792484204,0.015241844760831359,201-250,17602.20000000006,5826.5,False,False,True
