udi,split
5620,train
5621,test
5622,validation
5623,train
5624,test
5625,validation
5626,validation
5627,train
5628,validation
5629,validation
5630,train
5631,train
5632,train
5633,train
5634,test
5635,train
5636,train
5637,validation
5638,test
5639,validation
5640,train
5641,test
5642,train
5643,test
5644,test
5645,validation
5646,train
5647,train
5648,validation
5649,train
5650,train
5651,train
5652,test
5653,train
5654,validation
5655,train
5656,validation
5657,test
5658,train
5659,test
5660,train
5661,train
5662,train
5663,train
5664,test
5665,train
5666,test
5667,train
5668,train
5669,train
5670,train
5671,test
5672,train
5673,train
5674,test
5675,train
5676,train
5677,validation
5678,validation
5679,validation
5680,test
5681,train
5682,train
5683,train
5684,train
5685,train
5686,train
5687,train
5688,train
5689,train
5690,train
5691,train
5692,train
5693,test
5694,train
5695,train
5696,test
5697,train
5698,train
5699,train
5700,test
5701,test
5702,test
5703,validation
5704,test
5705,validation
5706,test
5707,test
5708,train
5709,validation
5710,validation
5711,train
5712,train
5713,train
5714,train
5715,test
5716,train
5717,train
5718,train
5719,train
5720,test
5721,train
5722,train
5723,train
5724,train
5725,train
5726,train
5727,test
5728,train
5729,test
5730,train
5731,train
5732,train
5733,test
5734,validation
5735,validation
5736,train
5737,train
5738,train
5739,test
5740,train
5741,validation
5742,validation
5743,test
5744,train
5745,train
5746,train
5747,train
5748,test
5749,train
5750,train
5751,train
5752,validation
5753,train
5754,train
5755,train
5756,train
5757,train
5758,train
5759,train
5760,train
5761,train
5762,train
5763,train
5764,train
5765,train
5766,train
5767,train
5768,train
5769,train
5770,train
5771,validation
5772,train
5773,validation
5774,train
5775,train
5776,train
5777,validation
5778,train
5779,validation
5780,train
5781,train
5782,train
5783,test
5784,validation
5785,validation
5786,train
5787,test
5788,test
5789,test
5790,validation
5791,train
5792,test
5793,train
5794,test
5795,validation
5796,test
5797,train
5798,train
5799,train
5800,train
5801,validation
5802,train
5803,train
5804,train
5805,train
5806,train
5807,train
5808,train
5809,train
5810,train
5811,train
5812,train
5813,test
5814,train
5815,train
5816,train
5817,train
5818,test
5819,train
5820,test
5821,test
5822,test
5823,train
5824,train
5825,train
5826,train
5827,train
5828,test
5829,train
5830,train
5831,test
5832,train
5833,validation
5834,train
5835,train
5836,train
5837,train
5838,test
5839,validation
5840,train
5841,test
5842,validation
5843,train
5844,validation
5845,test
5846,train
5847,train
5848,validation
5849,test
5850,train
5851,validation
5852,train
5853,test
5854,train
5855,train
5856,validation
5857,test
5858,train
5859,train
5860,train
5861,train
5862,validation
5863,train
5864,train
5865,train
5866,train
5867,train
5868,train
5869,train
5870,train
5871,test
5872,test
5873,train
5874,train
5875,test
5876,validation
5877,train
5878,test
5879,test
5880,train
5881,train
5882,train
5883,train
5884,test
5885,train
5886,train
5887,train
5888,train
5889,validation
5890,train
5891,validation
5892,train
5893,train
5894,validation
5895,train
5896,train
5897,test
5898,test
5899,train
5900,validation
5901,train
5902,train
5903,train
5904,train
5905,train
5906,train
5907,train
5908,test
5909,train
5910,validation
5911,train
5912,test
5913,train
5914,train
5915,train
5916,train
5917,train
5918,train
5919,validation
5920,train
5921,validation
5922,train
5923,train
5924,validation
5925,train
5926,train
5927,train
5928,validation
5929,test
5930,train
5931,train
5932,validation
5933,train
5934,train
5935,train
5936,train
5937,train
5938,train
5939,train
5940,train
5941,train
5942,validation
5943,train
5944,train
5945,test
5946,test
5947,train
5948,train
5949,train
5950,train
5951,train
5952,validation
5953,train
5954,test
5955,train
5956,train
5957,train
5958,train
5959,test
5960,train
5961,train
5962,train
5963,train
5964,train
5965,train
5966,train
5967,train
5968,test
5969,train
5970,validation
5971,train
5972,train
5973,test
5974,train
5975,validation
5976,train
5977,train
5978,train
5979,test
5980,validation
5981,test
5982,train
5983,train
5984,train
5985,train
5986,validation
5987,test
5988,train
5989,test
5990,train
5991,train
5992,validation
5993,train
5994,train
5995,train
5996,train
5997,test
5998,train
5999,train
6000,train
6001,test
6002,validation
6003,train
6004,train
6005,train
6006,test
6007,train
6008,train
6009,train
6010,train
6011,train
6012,train
6013,test
6014,train
6015,test
6016,test
6017,train
6018,train
6019,train
6020,train
6021,test
6022,train
6023,test
6024,train
6025,train
6026,train
6027,validation
6028,train
6029,validation
6030,test
6031,train
6032,train
6033,test
6034,train
6035,train
6036,test
6037,train
6038,validation
6039,train
6040,train
6041,validation
6042,train
6043,train
6044,train
6045,test
6046,train
6047,train
6048,test
6049,train
6050,validation
6051,train
6052,train
6053,test
6054,test
6055,train
6056,train
6057,train
6058,test
6059,test
6060,validation
6061,validation
6062,train
6063,train
6064,train
6065,train
6066,validation
6067,train
6068,test
6069,train
6070,train
6071,train
6072,train
6073,train
6074,train
6075,validation
6076,train
6077,train
6078,train
6079,test
6080,train
6081,train
6082,train
6083,validation
6084,train
6085,train
6086,train
6087,train
6088,train
6089,validation
6090,validation
6091,test
6092,validation
6093,train
6094,train
6095,train
6096,train
6097,train
6098,train
6099,train
6100,train
6101,train
6102,test
6103,train
6104,train
6105,train
6106,train
6107,train
6108,train
6109,train
6110,train
6111,validation
6112,test
6113,test
6114,train
6115,validation
6116,train
6117,test
6118,validation
6119,train
6120,train
6121,validation
6122,test
6123,train
6124,train
6125,validation
6126,train
6127,train
6128,test
6129,validation
6130,validation
6131,train
6132,train
6133,train
6134,validation
6135,test
6136,test
6137,train
6138,train
6139,test
6140,validation
6141,train
6142,train
6143,train
6144,validation
6145,train
6146,validation
6147,validation
6148,validation
6149,train
6150,test
6151,validation
6152,validation
6153,test
6154,train
6155,train
6156,test
6157,train
6158,train
6159,train
6160,train
6161,train
6162,train
6163,validation
6164,train
6165,train
6166,train
6167,train
6168,train
6169,train
6170,train
6171,train
6172,train
6173,validation
6174,test
6175,train
6176,test
6177,train
6178,test
6179,validation
6180,train
6181,test
6182,train
6183,test
6184,validation
6185,test
6186,train
6187,validation
6188,train
6189,validation
6190,train
6191,train
6192,train
6193,train
6194,train
6195,train
6196,train
6197,validation
6198,train
6199,train
6200,train
6201,train
6202,train
6203,test
6204,train
6205,test
6206,train
6207,train
6208,train
6209,test
6210,train
6211,test
6212,train
6213,test
6214,train
6215,train
6216,test
6217,train
6218,train
6219,train
6220,train
6221,test
6222,train
6223,validation
6224,train
6225,train
6226,train
6227,train
6228,test
6229,train
6230,train
6231,validation
6232,train
6233,test
6234,train
6235,train
6236,train
6237,test
6238,train
6239,test
6240,train
6241,validation
6242,validation
6243,train
6244,validation
6245,train
6246,test
6247,train
6248,test
6249,validation
6250,train
6251,test
6252,test
6253,validation
6254,train
6255,train
6256,train
6257,validation
6258,validation
6259,train
6260,train
6261,train
6262,test
6263,train
6264,validation
6265,validation
6266,train
6267,test
6268,train
6269,train
6270,train
6271,train
6272,train
6273,train
6274,train
6275,validation
6276,train
6277,test
6278,train
6279,train
6280,test
6281,test
6282,validation
6283,train
6284,test
6285,train
6286,train
6287,train
6288,train
6289,test
6290,train
6291,validation
6292,train
6293,test
6294,train
6295,train
6296,test
6297,train
6298,train
6299,train
6300,test
6301,train
6302,validation
6303,test
6304,train
6305,train
6306,train
6307,test
6308,train
6309,train
6310,train
6311,train
6312,test
6313,validation
6314,validation
6315,train
6316,train
6317,test
6318,train
6319,train
6320,train
6321,train
6322,train
6323,train
6324,test
6325,train
6326,validation
6327,train
6328,train
6329,train
6330,train
6331,train
6332,train
6333,train
6334,train
6335,train
6336,validation
6337,train
6338,validation
6339,train
6340,train
6341,train
6342,train
6343,train
6344,test
6345,train
6346,train
6347,train
6348,test
6349,test
6350,train
6351,train
6352,train
6353,train
6354,train
6355,test
6356,test
6357,train
6358,train
6359,train
6360,train
6361,test
6362,train
6363,train
6364,validation
6365,test
6366,train
6367,train
6368,test
6369,validation
6370,test
6371,test
6372,validation
6373,train
6374,train
6375,train
6376,train
6377,train
6378,train
6379,train
6380,train
6381,train
6382,test
6383,train
6384,train
6385,train
6386,validation
6387,train
6388,test
6389,train
6390,train
6391,train
6392,train
6393,train
6394,train
6395,train
6396,train
6397,validation
6398,test
6399,train
6400,train
6401,validation
6402,test
6403,train
6404,validation
6405,train
6406,train
6407,train
6408,validation
6409,train
6410,train
6411,train
6412,train
6413,train
6414,train
6415,train
6416,test
6417,train
6418,train
6419,train
6420,validation
6421,test
6422,train
6423,train
6424,train
6425,train
6426,train
6427,validation
6428,train
6429,train
6430,validation
6431,test
6432,train
6433,test
6434,train
6435,test
6436,validation
6437,train
6438,train
6439,test
6440,train
6441,validation
6442,train
6443,train
6444,train
6445,train
6446,train
6447,train
6448,train
6449,train
6450,test
6451,test
6452,test
6453,train
6454,train
6455,train
6456,train
6457,test
6458,train
6459,validation
6460,train
6461,train
6462,train
6463,train
6464,test
6465,train
6466,train
6467,train
6468,train
6469,train
6470,train
6471,train
6472,train
6473,validation
6474,validation
6475,train
6476,train
6477,train
6478,train
6479,train
6480,test
6481,train
6482,train
6483,validation
6484,train
6485,train
6486,train
6487,train
6488,validation
6489,train
6490,train
6491,train
6492,validation
6493,validation
6494,train
6495,validation
6496,test
6497,test
6498,test
6499,train
6500,train
6501,train
6502,test
6503,validation
6504,test
6505,test
6506,train
6507,test
6508,validation
6509,train
6510,test
6511,train
6512,validation
6513,train
6514,test
6515,validation
6516,train
6517,train
6518,validation
6519,train
6520,train
6521,train
6522,train
6523,test
6524,validation
6525,train
6526,train
6527,test
6528,train
6529,train
6530,train
6531,train
6532,test
6533,train
6534,train
6535,test
6536,validation
6537,validation
6538,train
6539,test
6540,train
6541,test
6542,validation
6543,validation
6544,train
6545,train
6546,train
6547,test
6548,train
6549,test
6550,train
6551,train
6552,train
6553,validation
6554,test
6555,test
6556,train
6557,train
6558,test
6559,test
6560,train
6561,train
6562,train
6563,validation
6564,test
6565,test
6566,test
6567,train
6568,validation
6569,train
6570,train
6571,validation
6572,train
6573,test
6574,test
6575,train
6576,test
6577,train
6578,train
6579,train
6580,validation
6581,train
6582,train
6583,train
6584,test
6585,train
6586,train
6587,test
6588,validation
6589,validation
6590,train
6591,test
6592,train
6593,train
6594,validation
6595,train
6596,train
6597,train
6598,test
6599,train
6600,train
6601,validation
6602,test
6603,train
6604,train
6605,validation
6606,train
6607,validation
6608,train
6609,train
6610,train
6611,train
6612,train
6613,test
6614,train
6615,train
6616,train
6617,validation
6618,validation
6619,validation
6620,train
6621,train
6622,train
6623,validation
6624,train
6625,test
6626,train
6627,validation
6628,train
6629,validation
6630,train
6631,test
6632,train
6633,train
6634,train
6635,validation
6636,validation
6637,train
6638,train
6639,validation
6640,test
6641,validation
6642,validation
6643,test
6644,train
6645,validation
6646,test
6647,train
6648,test
6649,train
6650,train
6651,train
6652,validation
6653,train
6654,train
6655,train
6656,train
6657,train
6658,validation
6659,train
6660,train
6661,train
6662,train
6663,train
6664,validation
6665,validation
6666,train
6667,train
6668,test
6669,train
6670,train
6671,train
6672,train
6673,train
6674,train
6675,test
6676,train
6677,train
6678,train
6679,train
6680,train
6681,train
6682,train
6683,train
6684,validation
6685,train
6686,train
6687,test
6688,train
6689,train
6690,train
6691,train
6692,train
6693,validation
6694,test
6695,train
6696,train
6697,train
6698,train
6699,train
6700,validation
6701,train
6702,train
6703,validation
6704,test
6705,train
6706,validation
6707,train
6708,test
6709,train
6710,validation
6711,train
6712,validation
6713,test
6714,train
6715,test
6716,validation
6717,validation
6718,validation
6719,train
6720,test
6721,train
6722,train
6723,train
6724,train
6725,validation
6726,train
6727,train
6728,test
6729,train
6730,test
6731,test
6732,train
6733,train
6734,validation
6735,train
6736,train
6737,train
6738,train
6739,train
6740,train
6741,test
6742,train
6743,test
6744,train
6745,test
6746,train
6747,validation
6748,validation
6749,train
6750,train
6751,test
6752,train
6753,train
6754,train
6755,validation
6756,train
6757,train
6758,test
6759,validation
6760,train
6761,train
6762,train
6763,train
6764,validation
6765,test
6766,train
6767,train
6768,test
6769,train
6770,train
6771,train
6772,validation
6773,train
6774,validation
6775,train
6776,validation
6777,train
6778,train
6779,validation
6780,validation
6781,test
6782,train
6783,train
6784,validation
6785,train
6786,validation
6787,train
6788,train
6789,test
6790,train
6791,train
6792,train
6793,train
6794,train
6795,train
6796,train
6797,train
6798,train
6799,train
6800,train
6801,train
6802,train
6803,test
6804,test
6805,train
6806,test
6807,train
6808,train
6809,train
6810,train
6811,train
6812,train
6813,train
6814,train
6815,train
6816,test
6817,test
6818,test
6819,validation
6820,test
6821,train
6822,test
6823,train
6824,train
6825,validation
6826,train
6827,train
6828,train
6829,train
6830,train
6831,train
6832,train
6833,train
6834,train
6835,train
6836,train
6837,train
6838,train
6839,test
6840,validation
6841,test
6842,train
6843,train
6844,train
6845,train
6846,test
6847,train
6848,train
6849,test
6850,train
6851,train
6852,train
6853,train
6854,train
6855,train
6856,train
6857,train
6858,train
6859,train
6860,validation
6861,test
6862,train
6863,train
6864,test
6865,train
6866,train
6867,validation
6868,train
6869,train
6870,validation
6871,validation
6872,train
6873,train
6874,train
6875,train
6876,test
6877,validation
6878,train
6879,train
6880,validation
6881,validation
6882,train
6883,train
6884,validation
6885,test
6886,validation
6887,train
6888,test
6889,train
6890,test
6891,train
6892,test
6893,test
6894,validation
6895,test
6896,train
6897,train
6898,train
6899,train
6900,train
6901,validation
6902,train
6903,train
6904,train
6905,train
6906,train
6907,validation
6908,train
6909,validation
6910,validation
6911,test
6912,train
6913,train
6914,test
6915,train
6916,test
6917,train
6918,train
6919,train
6920,test
6921,test
6922,train
6923,validation
6924,train
6925,train
6926,train
6927,train
6928,train
6929,train
6930,train
6931,test
6932,test
6933,validation
6934,test
6935,train
6936,validation
6937,train
6938,train
6939,train
6940,train
6941,train
6942,train
6943,test
6944,validation
6945,test
6946,test
6947,train
6948,train
6949,train
6950,validation
6951,train
6952,train
6953,test
6954,train
6955,test
6956,train
6957,train
6958,validation
6959,validation
6960,train
6961,validation
6962,train
6963,validation
6964,validation
6965,train
6966,train
6967,train
6968,train
6969,train
6970,train
6971,train
6972,test
6973,train
6974,train
6975,train
6976,train
6977,train
6978,train
6979,train
6980,test
6981,train
6982,test
6983,train
6984,validation
6985,train
6986,train
6987,test
6988,validation
6989,train
6990,train
6991,validation
6992,train
6993,train
6994,train
6995,train
6996,train
6997,train
6998,validation
6999,train
7000,validation
7001,test
7002,train
7003,train
7004,train
7005,train
7006,train
7007,train
7008,train
7009,validation
7010,test
7011,test
7012,test
7013,train
7014,train
7015,train
7016,test
7017,test
7018,test
7019,validation
7020,train
7021,train
7022,train
7023,train
7024,train
7025,validation
7026,validation
7027,train
7028,test
7029,validation
7030,train
7031,train
7032,validation
7033,train
7034,train
7035,train
7036,train
7037,train
7038,validation
7039,train
7040,train
7041,train
7042,test
7043,train
7044,train
7045,train
7046,test
7047,test
7048,train
7049,validation
7050,train
7051,train
7052,test
7053,validation
7054,train
7055,validation
7056,test
7057,test
7058,train
7059,train
7060,validation
7061,train
7062,train
7063,test
7064,validation
7065,train
7066,train
7067,test
7068,train
7069,train
7070,validation
7071,train
7072,train
7073,train
7074,train
7075,train
7076,train
7077,train
7078,train
7079,test
7080,train
7081,test
7082,train
7083,validation
7084,validation
7085,train
7086,train
7087,test
7088,test
7089,train
7090,train
7091,test
7092,train
7093,validation
7094,test
7095,test
7096,train
7097,train
7098,train
7099,validation
7100,train
7101,test
7102,validation
7103,train
7104,train
7105,train
7106,train
7107,train
7108,train
7109,train
7110,train
7111,train
7112,train
7113,train
7114,train
7115,test
7116,test
7117,train
7118,validation
7119,validation
7120,train
7121,train
7122,train
7123,train
7124,train
7125,train
7126,train
7127,train
7128,train
7129,validation
7130,train
7131,train
7132,train
7133,train
7134,test
7135,train
7136,train
7137,train
7138,train
7139,train
7140,train
7141,train
7142,train
7143,train
7144,train
7145,test
7146,train
7147,train
7148,train
7149,validation
7150,train
7151,train
7152,train
7153,train
7154,validation
7155,test
7156,train
7157,train
7158,validation
7159,train
7160,validation
7161,train
7162,train
7163,test
7164,test
7165,train
7166,train
7167,train
7168,train
7169,train
7170,test
7171,train
7172,train
7173,train
7174,test
7175,test
7176,test
7177,test
7178,test
7179,train
7180,train
7181,test
7182,train
7183,train
7184,train
7185,train
7186,train
7187,train
7188,test
7189,validation
7190,train
7191,train
7192,train
7193,test
7194,train
7195,train
7196,train
7197,validation
7198,train
7199,train
7200,test
7201,validation
7202,validation
7203,train
7204,train
7205,train
7206,validation
7207,test
7208,validation
7209,train
7210,train
7211,train
7212,train
7213,validation
7214,validation
7215,validation
7216,train
7217,train
7218,validation
7219,test
7220,test
7221,test
7222,train
7223,validation
7224,test
7225,train
7226,test
7227,test
7228,train
7229,train
7230,train
7231,test
7232,test
7233,validation
7234,train
7235,train
7236,train
7237,train
7238,train
7239,train
7240,train
7241,validation
7242,validation
7243,test
7244,train
7245,train
7246,validation
7247,validation
7248,train
7249,test
7250,validation
7251,train
7252,train
7253,test
7254,test
7255,validation
7256,train
7257,train
7258,train
7259,train
7260,validation
7261,train
7262,train
7263,test
7264,test
7265,validation
7266,train
7267,train
7268,train
7269,test
7270,train
7271,test
7272,train
7273,validation
7274,train
7275,validation
7276,train
7277,train
7278,train
7279,test
7280,train
7281,train
7282,train
7283,train
7284,train
7285,train
7286,test
7287,train
7288,test
7289,test
7290,train
7291,train
7292,train
7293,test
7294,test
7295,train
7296,validation
7297,train
7298,test
7299,validation
7300,train
7301,train
7302,train
7303,train
7304,train
7305,train
7306,test
7307,train
7308,train
7309,train
7310,test
7311,test
7312,train
7313,test
7314,test
7315,train
7316,train
7317,validation
7318,train
7319,test
7320,validation
7321,validation
7322,train
7323,train
7324,train
7325,test
7326,train
7327,test
7328,train
7329,train
7330,train
7331,validation
7332,validation
7333,train
7334,train
7335,train
7336,test
7337,train
7338,train
7339,train
7340,test
7341,test
7342,validation
7343,test
7344,train
7345,train
7346,test
7347,validation
7348,train
7349,train
7350,train
7351,train
7352,train
7353,test
7354,train
7355,train
7356,train
7357,train
7358,train
7359,train
7360,validation
7361,train
7362,train
7363,test
7364,train
7365,validation
7366,train
7367,test
7368,train
7369,train
7370,train
7371,train
7372,train
7373,train
7374,test
7375,validation
7376,train
7377,validation
7378,train
7379,train
7380,train
7381,train
7382,test
7383,test
7384,train
7385,test
7386,test
7387,validation
7388,train
7389,validation
7390,validation
7391,train
7392,train
7393,train
7394,train
7395,train
7396,test
7397,train
7398,test
7399,test
7400,train
7401,test
7402,train
7403,test
7404,train
7405,test
7406,validation
7407,train
7408,test
7409,test
7410,test
7411,train
7412,train
7413,train
7414,train
7415,train
7416,train
7417,train
7418,train
7419,train
7420,train
7421,validation
7422,test
7423,train
7424,test
7425,test
7426,train
7427,train
7428,train
7429,train
7430,train
7431,train
7432,test
7433,train
7434,validation
7435,train
7436,test
7437,train
7438,train
7439,train
7440,train
7441,train
7442,test
7443,test
7444,validation
7445,train
7446,train
7447,train
7448,train
7449,test
7450,train
7451,train
7452,train
7453,test
7454,train
7455,train
7456,train
7457,train
7458,validation
7459,train
7460,test
7461,validation
7462,train
7463,train
7464,test
7465,train
7466,train
7467,train
7468,train
7469,test
7470,validation
7471,test
7472,train
7473,train
7474,validation
7475,test
7476,validation
7477,test
7478,train
7479,validation
7480,train
7481,test
7482,train
7483,train
7484,train
7485,validation
7486,train
7487,train
7488,train
7489,train
7490,train
7491,test
7492,train
7493,test
7494,train
7495,train
7496,train
7497,train
7498,train
7499,test
7500,test
7501,train
7502,train
7503,test
7504,validation
7505,train
7506,test
7507,validation
7508,train
7509,train
7510,train
7511,train
7512,validation
7513,train
7514,train
7515,train
7516,train
7517,validation
7518,train
7519,test
7520,train
7521,validation
7522,train
7523,train
7524,train
7525,train
7526,test
7527,test
7528,test
7529,train
7530,train
7531,train
7532,test
7533,validation
7534,train
7535,train
7536,train
7537,train
7538,validation
7539,train
7540,train
7541,test
7542,validation
7543,train
7544,validation
7545,train
7546,train
7547,train
7548,train
7549,train
7550,train
7551,train
7552,validation
7553,train
7554,test
7555,train
7556,train
7557,train
7558,test
7559,train
7560,train
7561,train
7562,test
7563,validation
7564,train
7565,train
7566,train
7567,train
7568,validation
7569,test
7570,train
7571,train
7572,train
7573,train
7574,test
7575,test
7576,train
7577,test
7578,train
7579,train
7580,train
7581,test
7582,train
7583,train
7584,test
7585,train
7586,train
7587,train
7588,validation
7589,validation
7590,train
7591,train
7592,train
7593,train
7594,train
7595,train
7596,validation
7597,train
7598,train
7599,validation
7600,train
7601,train
7602,train
7603,test
7604,test
7605,train
7606,test
7607,train
7608,train
7609,train
7610,validation
7611,train
7612,train
7613,train
7614,train
7615,train
7616,train
7617,validation
7618,test
7619,train
7620,train
7621,train
7622,test
7623,train
7624,train
7625,validation
7626,train
7627,train
7628,train
7629,validation
7630,train
7631,test
7632,train
7633,train
7634,train
7635,test
7636,train
7637,train
7638,validation
7639,train
7640,validation
7641,train
7642,test
7643,test
7644,train
7645,train
7646,train
7647,train
7648,train
7649,test
7650,validation
7651,train
7652,test
7653,train
7654,train
7655,validation
7656,train
7657,train
7658,validation
7659,train
7660,test
7661,train
7662,train
7663,test
7664,train
7665,train
7666,train
7667,validation
7668,train
7669,validation
7670,train
7671,train
7672,train
7673,validation
7674,validation
7675,train
7676,validation
7677,train
7678,test
7679,train
7680,train
7681,test
7682,train
7683,test
7684,train
7685,test
7686,train
7687,train
7688,train
7689,train
7690,train
7691,train
7692,train
7693,train
7694,test
7695,train
7696,train
7697,train
7698,test
7699,train
7700,train
7701,train
7702,test
7703,test
7704,train
7705,train
7706,validation
7707,train
7708,train
7709,train
7710,train
7711,validation
7712,test
7713,test
7714,train
7715,test
7716,train
7717,train
7718,test
7719,validation
7720,train
7721,train
7722,train
7723,train
7724,validation
7725,train
7726,train
7727,train
7728,validation
7729,train
7730,validation
7731,test
7732,train
7733,train
7734,train
7735,train
7736,validation
7737,test
7738,train
7739,train
7740,test
7741,train
7742,train
7743,test
7744,validation
7745,train
7746,train
7747,train
7748,train
7749,test
7750,train
7751,validation
7752,validation
7753,train
7754,train
7755,train
7756,train
7757,train
7758,train
7759,train
7760,train
7761,train
7762,validation
7763,train
7764,validation
7765,train
7766,validation
7767,train
7768,train
7769,train
7770,test
7771,train
7772,train
7773,train
7774,validation
7775,validation
7776,test
7777,train
7778,train
7779,validation
7780,test
7781,train
7782,validation
7783,test
7784,train
7785,validation
7786,test
7787,test
7788,test
7789,train
7790,train
7791,test
7792,train
7793,validation
7794,train
7795,train
7796,train
7797,train
7798,validation
7799,train
7800,train
7801,validation
7802,train
7803,train
7804,train
7805,train
7806,test
7807,train
7808,test
7809,train
7810,test
7811,train
7812,train
7813,train
7814,train
7815,test
7816,test
7817,train
7818,train
7819,train
7820,train
7821,train
7822,train
7823,test
7824,train
7825,train
7826,train
7827,train
7828,train
7829,validation
7830,validation
7831,validation
7832,train
7833,train
7834,train
7835,train
7836,train
7837,train
7838,train
7839,train
7840,test
7841,train
7842,validation
7843,test
7844,validation
7845,test
7846,train
7847,train
7848,train
7849,train
7850,test
7851,train
7852,test
7853,test
7854,train
7855,train
7856,train
7857,train
7858,test
7859,test
7860,train
7861,validation
7862,test
7863,train
7864,validation
7865,train
7866,validation
7867,train
7868,test
7869,validation
7870,train
7871,validation
7872,test
7873,test
7874,test
7875,test
7876,train
7877,train
7878,train
7879,train
7880,validation
7881,train
7882,train
7883,train
7884,train
7885,test
7886,test
7887,train
7888,validation
7889,validation
7890,train
7891,train
7892,validation
7893,validation
7894,test
7895,train
7896,train
7897,train
7898,train
7899,validation
7900,train
7901,train
7902,train
7903,train
7904,train
7905,train
7906,validation
7907,train
7908,train
7909,train
7910,train
7911,train
7912,validation
7913,validation
7914,train
7915,validation
7916,test
7917,train
7918,train
7919,train
7920,test
7921,train
7922,train
7923,train
7924,train
7925,train
7926,train
7927,train
7928,train
7929,test
7930,train
7931,train
7932,train
7933,validation
7934,train
7935,train
7936,train
7937,validation
7938,train
7939,validation
7940,train
7941,test
7942,train
7943,test
7944,train
7945,validation
7946,validation
7947,train
7948,test
7949,train
7950,train
7951,test
7952,train
7953,train
7954,validation
7955,train
7956,train
7957,test
7958,train
7959,train
7960,train
7961,train
7962,train
7963,train
7964,train
7965,validation
7966,train
7967,test
7968,test
7969,train
7970,train
7971,train
7972,train
7973,test
7974,test
7975,train
7976,train
7977,train
7978,train
7979,test
7980,train
7981,train
7982,train
7983,test
7984,train
7985,train
7986,test
7987,test
7988,train
7989,validation
7990,train
7991,train
7992,validation
7993,test
7994,test
7995,train
7996,train
7997,train
7998,test
7999,train
8000,validation
8001,train
8002,train
8003,validation
8004,validation
8005,train
8006,test
8007,validation
8008,validation
8009,validation
8010,validation
8011,train
8012,validation
8013,validation
8014,validation
8015,test
8016,test
8017,train
8018,train
8019,train
8020,train
8021,train
8022,test
8023,validation
8024,test
8025,train
8026,test
8027,train
8028,validation
8029,validation
8030,train
8031,test
8032,test
8033,validation
8034,train
8035,train
8036,test
8037,train
8038,train
8039,train
8040,validation
8041,train
8042,train
8043,validation
8044,train
8045,train
8046,validation
8047,train
8048,validation
8049,train
8050,train
8051,train
8052,train
8053,train
8054,train
8055,test
8056,train
8057,validation
8058,train
8059,train
8060,train
8061,train
8062,train
8063,test
8064,train
8065,validation
8066,train
8067,train
8068,train
8069,train
8070,train
8071,validation
8072,train
8073,train
8074,train
8075,validation
8076,train
8077,validation
8078,test
8079,test
8080,train
8081,train
8082,train
8083,train
8084,train
8085,test
8086,test
8087,train
8088,train
8089,validation
8090,train
8091,test
8092,test
8093,train
8094,validation
8095,train
8096,train
8097,train
8098,validation
8099,train
8100,train
8101,train
8102,train
8103,train
8104,train
8105,validation
8106,test
8107,test
8108,test
8109,train
8110,train
8111,test
8112,train
8113,test
8114,train
8115,train
8116,test
8117,train
8118,train
8119,train
8120,train
8121,train
8122,train
8123,train
8124,train
8125,train
8126,train
8127,validation
8128,train
8129,train
8130,test
8131,validation
8132,train
8133,test
8134,train
8135,test
8136,test
8137,validation
8138,train
8139,train
8140,train
8141,validation
8142,train
8143,train
8144,train
8145,train
8146,test
8147,train
8148,train
8149,validation
8150,test
8151,test
8152,test
8153,train
8154,train
8155,train
8156,train
8157,train
8158,validation
8159,train
8160,train
8161,test
8162,train
8163,test
8164,validation
8165,train
8166,test
8167,train
8168,train
8169,train
8170,test
8171,train
8172,test
8173,train
8174,train
8175,train
8176,train
8177,validation
8178,train
8179,validation
8180,train
8181,test
8182,validation
8183,train
8184,train
8185,train
8186,train
8187,train
8188,train
8189,validation
8190,validation
8191,train
8192,train
8193,validation
8194,test
8195,test
8196,validation
8197,test
8198,train
8199,train
8200,validation
8201,validation
8202,train
8203,train
8204,train
8205,train
8206,validation
8207,test
8208,train
8209,train
8210,test
8211,train
8212,test
8213,validation
8214,train
8215,train
8216,validation
8217,train
8218,train
8219,train
8220,train
8221,validation
8222,test
8223,train
8224,train
8225,train
8226,train
8227,train
8228,train
8229,train
8230,train
8231,validation
8232,train
8233,train
8234,train
8235,train
8236,train
8237,train
8238,train
8239,train
8240,train
8241,validation
8242,train
8243,train
8244,validation
8245,test
8246,test
8247,validation
8248,test
8249,train
8250,test
8251,test
8252,train
8253,train
8254,train
8255,train
8256,train
8257,train
8258,train
8259,train
8260,train
8261,train
8262,train
8263,test
8264,train
8265,validation
8266,train
8267,validation
8268,train
8269,train
8270,test
8271,train
8272,train
8273,train
8274,train
8275,train
8276,train
8277,test
8278,train
8279,validation
8280,test
8281,validation
8282,validation
8283,train
8284,train
8285,train
8286,test
8287,test
8288,train
8289,test
8290,train
8291,test
8292,train
8293,train
8294,test
8295,train
8296,test
8297,train
8298,train
8299,test
8300,train
8301,test
8302,train
8303,test
8304,train
8305,validation
8306,validation
8307,train
8308,test
8309,train
8310,test
8311,train
8312,test
8313,train
8314,test
8315,test
8316,train
8317,train
8318,test
8319,train
8320,train
8321,test
8322,train
8323,train
8324,validation
8325,test
8326,train
8327,train
8328,train
8329,train
